			Domain: SAT	Domain: Ketoacyl-synt-N	Domain: Ketoacyl-synt-C	Domain: Acyl-tranferase	Domain: PT-fungal-PKS	Domain: PP-binding	Domain: AllPKSDomains_presentAbsent	Domain: Hydroxynapthalene-reductase	Domain: Scytalone-dehydratase	Domain: Tyrosinase	Domain: 4HPPD
Species: Dactylonectria-estremocensis	Phylum: Ascomycota	Order: Hypocreales	-72.56863623584101	-81.72124639904717	-44.67778070526608	-88.67778070526609	-105.95860731484177	-140.72124639904717	100	-111.7447274948967	-18.309803919971486	-50.74472749489669	-133.79588001734407
Species: Dactylonectria-macrodidyma	Phylum: Ascomycota	Order: Hypocreales	-70.44369749923271	-82.82390874094432	-45.0268721464003	-89.20760831050174	-106.09151498112135	-108.82390874094432	100	-109.52287874528034	-72.6382721639824	-52.6575773191778	-133.45593195564973
Species: Dacryonaema-rufum	Phylum: NA	Order: NA	-32.6575773191778	-78.50863830616572	-31.10790539730952	-74.25963731050575	0	-21.443697499232712	0	-109.09151498112135	0	-42.6575773191778	0
Species: Dacryopinax-primogenitus	Phylum: Basidiomycota	Order: Dacrymycetales	-29.455931955649724	-52.69897000433602	-30.958607314841775	-67.4202164033832	0	-14.769551078621726	0	-99.95860731484177	0	-35.88605664769317	0
Species: Dacrymyces-fennicus	Phylum: Basidiomycota	Order: Dacrymycetales	-31.744727494896694	-51.130768280269024	-31.10790539730952	-66.55284196865779	0	-15.55284196865778	0	-104.69897000433602	0	-41.52287874528034	0
Species: Daedalea-quercina	Phylum: Basidiomycota	Order: Polyporales	-33.6575773191778	-77.79588001734407	-36.63827216398241	-70.85387196432177	-52.494850021680094	-23.920818753952375	100	0	0	-46.50863830616573	0
Species: Daldinia-eschscholzii	Phylum: Ascomycota	Order: Xylariales	-77.1249387366083	-79.11350927482752	-38.769551078621724	-88.95860731484177	-113.92081875395237	-54.88605664769317	100	-137.60205999132796	-91.25963731050575	-51.619788758288394	-132.95860731484177
Species: Debaryomyces-hansenii	Phylum: Ascomycota	Order: Saccharomycetales	-39.0268721464003	-60.408935392973504	-36.69897000433602	-90.56863623584101	0	-12.142667503568731	0	0	0	0	-102.58502665202919
Species: Decorospora-gaudefroyi	Phylum: Ascomycota	Order: Pleosporales	-81.16749108729377	-78.16749108729377	-37.72124639904717	-87.39794000867204	-116.03621217265444	-71.85387196432177	100	-131.95860731484177	-85.18045606445813	-50.11918640771921	-138.05551732784983
Species: Dekkera-bruxellensis	Phylum: Ascomycota	Order: Saccharomycetales	-33.3767507096021	-58.88605664769317	-34.1249387366083	-91.92081875395237	0	-14.958607314841775	0	0	0	0	-111.2839966563652
Species: Valsariales-sp.	Phylum: Ascomycota	Order: Valsariales	-75.50863830616572	-79.06550154875643	-39.19382002601611	-90.14266750356873	-119.2839966563652	-78.56863623584101	100	-129.92081875395237	-85.56863623584101	-52.920818753952375	-139.6382721639824
Species: Delitschia-confertaspora	Phylum: Ascomycota	Order: Pleosporales	-83.15490195998575	-82.95860731484177	-41.045757490560675	-89.7447274948967	-116.60205999132796	-75.26760624017703	100	-134.53760200210104	-86.58502665202919	-53.95860731484178	-135.38721614328026
Species: Delphinella-strobiligena	Phylum: Ascomycota	Order: Dothideales	-78.27572413039921	-78.30980391997149	-35.85387196432176	-88.72124639904717	-114.95860731484177	-56.920818753952375	100	-136.11350927482752	-83.10237290870955	-52.06550154875643	-137.09691001300806
Species: Dendrothele-bispora	Phylum: Basidiomycota	Order: Agaricales	-33.15490195998574	-75.23657200643706	-33.95860731484178	-73.85387196432177	-65.67778070526609	-26.958607314841775	100	-68.88605664769317	0	-34.096910013008056	0
Species: Dendrothele-microspora	Phylum: Basidiomycota	Order: Agaricales	-32.20760831050175	-80.55284196865779	-35.39794000867204	-72.82390874094432	-60.44369749923271	-41.29242982390206	100	-69.25963731050575	0	-46.346787486224656	0
Species: Dendryphion-nanum	Phylum: Ascomycota	Order: Pleosporales	-81.06048074738138	-78.6382721639824	-37.214670164989236	-90.30980391997149	-117.27572413039921	-77.67778070526609	100	-133.88605664769315	-84.30102999566398	-52.920818753952375	-137.4948500216801
Species: Dentipellis-sp.	Phylum: Basidiomycota	Order: Russulales	-32.10790539730952	-78.6382721639824	-37.537602002101046	-66.38721614328027	-68.82390874094432	-23.337242168318426	100	-72.82390874094432	0	-57.55284196865778	0
Species: Diaporthe-ampelina	Phylum: Ascomycota	Order: Diaporthales	-53.537602002101046	-76.82390874094432	-39.130768280269024	-88.58502665202919	-115.48148606012211	-35.481486060122116	100	-136.69897000433602	-92.95860731484177	-52.88605664769317	-121.16115090926274
Species: Dichotomocladium-elegans	Phylum: Mucoromycota	Order: Mucorales	-32.356547323513816	-59.795880017344075	-37.67778070526608	-69.431798275933	0	-14.0	0	0	0	0	-129.39794000867204
Species: Dichomitus-squalens	Phylum: Basidiomycota	Order: Polyporales	-36.585026652029185	-76.29242982390207	-33.69897000433602	-74.00436480540245	-51.32790214206428	-32.18708664335715	0	-64.95860731484177	0	-55.95860731484178	0
Species: Dichomitus-squalens	Phylum: Basidiomycota	Order: Polyporales	-36.494850021680094	-76.2839966563652	-34.795880017344075	-73.92081875395237	-51.431798275933005	-32.06048074738138	0	-69.431798275933	0	-56.38721614328026	0
Species: Dichomitus-squalens	Phylum: Basidiomycota	Order: Polyporales	-36.494850021680094	-75.60205999132796	-34.82390874094432	-73.92081875395237	-51.283996656365204	-31.431798275933005	0	-69.431798275933	0	-56.38721614328026	0
Species: Dichomitus-squalens	Phylum: Basidiomycota	Order: Polyporales	-36.481486060122116	-76.18708664335715	-33.60205999132796	-73.92081875395237	-51.795880017344075	-32.055517327849834	0	-69.4202164033832	0	-56.3767507096021	0
Species: Didymella-exigua	Phylum: Ascomycota	Order: Pleosporales	-80.6382721639824	-78.17392519729917	-36.2518119729938	-90.2839966563652	-118.45593195564973	-50.36653154442041	100	-132.6382721639824	-84.58502665202919	-55.24412514432751	-141.0268721464003
Species: Didymella-zeae-maydis	Phylum: Ascomycota	Order: Pleosporales	-79.10237290870955	-78.27572413039921	-40.14266750356873	-89.24412514432751	-118.85387196432177	-71.16115090926274	100	-131.3565473235138	-86.02227639471116	-53.585026652029185	-140.3279021420643
Species: Didymocrea-sadasivanii	Phylum: Ascomycota	Order: Zopfiaceae - no_o_rank	-79.53760200210104	-79.67778070526609	-38.85387196432176	-89.79588001734407	-117.72124639904717	-81.3767507096021	100	-125.67778070526609	-82.79588001734407	-56.72124639904717	-124.48148606012211
Species: Dimargaris-cristalligena	Phylum: Zoopagomycota	Order: Dimargaritales	-27.065501548756433	-54.69897000433602	-37.56863623584101	-21.50863830616573	0	-38.44369749923271	0	0	0	-36.88605664769317	-122.95860731484177
Species: Dioszegia-cryoxerica	Phylum: Basidiomycota	Order: Tremellales	-35.455931955649724	-23.769551078621728	-16.1249387366083	-71.08092190762393	0	-14.431798275933005	0	0	0	0	0
Species: Diplodia-seriata	Phylum: Ascomycota	Order: Botryosphaeriales	-81.95860731484177	-80.69897000433602	-38.74472749489669	-89.58502665202919	-116.58502665202919	-45.10237290870956	100	-134.22184874961636	-78.95860731484177	-53.537602002101046	-137.14266750356873
Species: Dissoconium-aciculare	Phylum: Ascomycota	Order: Capnodiales	-78.13667713987954	-77.22914798835785	-36.769551078621724	-87.79588001734407	-113.0087739243075	-59.95860731484178	100	-129.58502665202917	-83.39794000867204	-49.69897000433602	-129.08618614761627
Species: Dissophora-ornata	Phylum: Mucoromycota	Order: Mortierellales	-30.259637310505756	-59.52287874528034	-35.25963731050576	-74.85387196432177	0	-22.958607314841775	0	-74.38721614328027	0	0	-141.88605664769315
Species: Dothistroma-septosporum	Phylum: Ascomycota	Order: Capnodiales	-79.14874165128093	-83.85387196432177	-36.1249387366083	-89.4202164033832	-114.01322826573376	-61.0	100	-137.33724216831843	-84.27572413039921	-51.795880017344075	-136.0
Species: Dothidotthia-symphoricarpi	Phylum: Ascomycota	Order: Pleosporales	-81.25963731050575	-79.20065945054642	-37.69897000433602	-88.76955107862173	-117.06550154875643	-53.05060999335509	100	-129.4948500216801	-84.08092190762393	-54.67778070526608	-141.3665315444204
Species: Earliella-scabrosa	Phylum: Basidiomycota	Order: Polyporales	-34.20760831050175	-71.52287874528034	-35.537602002101046	-71.95860731484177	-57.85387196432176	-32.72124639904717	0	-77.85387196432177	0	-56.585026652029185	0
Species: Echinodontium-tinctorium	Phylum: Basidiomycota	Order: Russulales	-31.200659450546418	-78.22914798835785	-35.795880017344075	-70.431798275933	-69.56863623584101	-27.167491087293765	100	-71.11918640771921	0	-55.95860731484178	0
Species: Aporpium-caryae	Phylum: Basidiomycota	Order: Auriculariales	-35.20760831050175	-73.55284196865779	-28.022276394711152	-70.95860731484177	0	-32.795880017344075	0	0	0	-50.69897000433602	0
Species: Elsinoe-ampelina	Phylum: Ascomycota	Order: Myriangiales	-78.3767507096021	-77.02227639471116	-35.15490195998574	-89.30102999566398	-115.07058107428571	-61.494850021680094	100	-132.53760200210104	-78.02687214640031	-50.585026652029185	-143.6575773191778
Species: Elytroderma-deformans	Phylum: Ascomycota	Order: Rhytismatales	-77.30102999566398	-83.20760831050174	-39.920818753952375	-88.6197887582884	-127.60205999132796	-55.36653154442041	100	-138.5528419686578	-72.79588001734407	-51.88605664769317	-131.92081875395237
Species: Encephalitozoon-cuniculi	Phylum: Microsporidia	Order: Unikaryonidae - no_o_rank	0	0	0	0	0	0	0	0	0	0	0
Species: Encephalitozoon-hellem	Phylum: Microsporidia	Order: Unikaryonidae - no_o_rank	0	-5.795880017344075	0	0	0	0	0	0	0	0	0
Species: Encephalitozoon-intestinalis	Phylum: Microsporidia	Order: Unikaryonidae - no_o_rank	0	0	0	0	0	0	0	0	0	0	0
Species: Encephalitozoon-romaleae	Phylum: Microsporidia	Order: Unikaryonidae - no_o_rank	0	0	0	0	0	0	0	0	0	0	0
Species: Endocarpon-pusillum	Phylum: Ascomycota	Order: Verrucariales	-74.69897000433602	-81.4089353929735	-41.74472749489669	-90.72124639904717	-117.60205999132796	-76.25963731050575	100	-134.72124639904717	-84.48148606012211	-48.795880017344075	-142.6777807052661
Species: Endogone-sp	Phylum: Mucoromycota	Order: Endogonales	-31.602059991327963	-60.3767507096021	-39.29242982390206	-72.67778070526609	0	-13.494850021680094	0	-73.22914798835785	0	-20.346787486224656	-133.21467016498923
Species: Enterocytozoon-bieneusi	Phylum: Microsporidia	Order: Enterocytozoonidae - no_o_rank	0	0	-28.853871964321762	0	0	0	0	0	0	0	0
Species: Entophlyctis-helioformis	Phylum: Chytridiomycota	Order: Chytridiales	-28.744727494896694	-56.60205999132796	-37.39794000867204	-59.85387196432176	0	-14.346787486224656	0	0	0	-38.537602002101046	-138.29242982390207
Species: Entoleuca-mammata	Phylum: Ascomycota	Order: Xylariales	-73.95860731484177	-79.44369749923271	-39.05060999335509	-85.65757731917779	-113.6382721639824	-57.39794000867204	100	-134.88605664769315	-89.35654732351381	-53.236572006437065	-126.60205999132796
Species: Epithele-typhae	Phylum: Basidiomycota	Order: Russulales	-32.72124639904717	-65.25963731050575	-33.537602002101046	-71.31875876262441	0	-28.920818753952375	0	-70.45593195564973	-73.44369749923271	0	0
Species: Eremomyces-bilateralis	Phylum: Ascomycota	Order: Eremomycetaceae - no_o_rank	-81.50863830616572	-83.3767507096021	-36.38721614328026	-86.23657200643706	-107.24412514432751	-61.69897000433602	100	-134.6382721639824	-91.88605664769317	-48.24412514432751	-137.38721614328026
Species: Erythrobasidium-hasegawianum	Phylum: Basidiomycota	Order: Erythrobasidiales	-28.23657200643706	-25.67778070526608	-13.602059991327963	-70.7447274948967	0	-13.886056647693163	0	0	0	0	0
Species: Erysiphe-necator	Phylum: Ascomycota	Order: Erysiphales	-34.585026652029185	-59.769551078621724	-35.82390874094432	-89.20065945054642	0	-47.15490195998574	0	0	0	-51.24412514432751	0
Species: Eurotium-rubrum	Phylum: Ascomycota	Order: Eurotiales	-83.95860731484177	-80.92081875395237	-40.795880017344075	-89.7447274948967	-113.431798275933	-46.63827216398241	100	-121.39794000867204	-79.431798275933	-52.74472749489669	-138.29242982390207
Species: Eurotiomycetes-sp.	Phylum: Ascomycota	Order: Eurotiomycetes sp. - no_g_rank - no_f_rank - no_o_rank	-73.05060999335508	-72.02227639471116	-35.070581074285705	-90.4089353929735	-103.67778070526609	-58.494850021680094	100	-136.23657200643706	-85.53760200210104	-52.130768280269024	-140.4436974992327
Species: Eurotiomycetes-sp.	Phylum: Ascomycota	Order: Eurotiomycetes sp. - no_g_rank - no_f_rank - no_o_rank	-73.05060999335508	-72.02227639471116	-35.055517327849834	-90.4089353929735	-103.67778070526609	-58.481486060122116	100	-136.23657200643706	-85.53760200210104	-52.130768280269024	-140.4436974992327
Species: Eutypa-lata	Phylum: Ascomycota	Order: Xylariales	-34.56863623584101	-84.05551732784983	-43.795880017344075	-87.36653154442041	-112.52287874528034	-95.431798275933	100	-133.3279021420643	-87.72124639904717	-52.36653154442041	-116.55284196865779
Species: Exidia-glandulosa	Phylum: Basidiomycota	Order: Auriculariales	-34.236572006437065	-54.88605664769317	-28.958607314841775	-70.22184874961636	0	-39.10237290870956	0	0	0	-50.74472749489669	0
Species: Exophiala-alcalophila	Phylum: Ascomycota	Order: Chaetothyriales	-71.82390874094432	-79.55284196865779	-36.130768280269024	-92.4202164033832	-109.82390874094432	-59.24412514432751	100	-136.92081875395237	-84.4948500216801	-53.85387196432176	-143.76955107862173
Species: Exophiala-alcalophila	Phylum: Ascomycota	Order: Chaetothyriales	-71.82390874094432	-79.55284196865779	-40.309803919971486	-92.4202164033832	-109.55284196865779	-58.88605664769317	100	-136.92081875395237	-84.4948500216801	-53.85387196432176	-143.76955107862173
Species: Exophiala-aquamarina	Phylum: Ascomycota	Order: Chaetothyriales	-68.25963731050575	-75.07572071393813	-38.46852108295774	-90.44369749923271	-105.31875876262441	-53.3767507096021	100	-135.4814860601221	-80.30102999566398	-53.10790539730952	-140.5528419686578
Species: Exophiala-dermatitidis	Phylum: Ascomycota	Order: Chaetothyriales	-73.10790539730952	-74.4948500216801	-35.136677139879545	-90.82390874094432	-108.13667713987954	-64.25963731050575	100	-136.6777807052661	-83.23657200643706	-53.920818753952375	-138.3565473235138
Species: Exobasidium-maculosum	Phylum: Basidiomycota	Order: Exobasidiales	-30.886056647693163	-20.468521082957746	-15.823908740944319	-41.0	0	-41.130768280269024	0	0	0	-27.69897000433602	0
Species: Exophiala-mesophila	Phylum: Ascomycota	Order: Chaetothyriales	-73.3767507096021	-71.22184874961636	-35.31875876262441	-90.15490195998575	-101.6197887582884	-48.63827216398241	100	-136.79588001734407	-84.92081875395237	-29.24412514432751	-144.0409586076789
Species: Exophiala-oligosperma	Phylum: Ascomycota	Order: Chaetothyriales	-73.33724216831843	-76.36653154442041	-33.494850021680094	-90.58502665202919	-104.72124639904717	-54.008773924307505	100	-137.18045606445813	-86.30980391997149	-55.29242982390206	-143.04575749056067
Species: Exophiala-sideris	Phylum: Ascomycota	Order: Chaetothyriales	-70.85387196432177	-71.7447274948967	-34.60205999132796	-90.95860731484177	-103.60205999132796	-58.05060999335509	100	-136.82390874094432	-85.67778070526609	-52.06048074738138	-141.3098039199715
Species: Exophiala-spinifera	Phylum: Ascomycota	Order: Chaetothyriales	-72.06048074738138	-76.60205999132796	-37.52287874528034	-89.79588001734407	-105.52287874528034	-54.221848749616356	100	-137.568636235841	-84.4089353929735	-54.920818753952375	-143.95860731484177
Species: Exobasidium-vaccinii	Phylum: Basidiomycota	Order: Exobasidiales	-31.207608310501747	-64.6382721639824	-34.537602002101046	-40.346787486224656	0	-40.05060999335509	0	0	0	-39.85387196432176	0
Species: Exophiala-xenobiotica	Phylum: Ascomycota	Order: Chaetothyriales	-72.22914798835785	-77.02227639471116	-36.07572071393812	-91.15490195998575	-105.14266750356873	-57.31875876262441	100	-137.4202164033832	-84.7447274948967	-54.008773924307505	-142.72124639904717
Species: Fellomyces-penicillatus	Phylum: Basidiomycota	Order: Tremellales	-30.356547323513812	-23.769551078621728	-16.795880017344075	-69.22914798835785	0	-13.455931955649724	0	-67.25963731050575	-44.63827216398241	0	0
Species: Fenestella-fenestrata	Phylum: Ascomycota	Order: Pleosporales	-80.14266750356873	-78.31875876262441	-39.85387196432176	-89.44369749923271	-114.46852108295775	-101.82390874094432	100	-131.92081875395237	-74.24412514432751	-50.070581074285705	-141.60205999132796
Species: Fennellomyces-sp.	Phylum: Mucoromycota	Order: Mucorales	-32.55284196865778	-59.236572006437065	-36.38721614328026	-69.23657200643706	0	-15.0268721464003	0	0	0	0	-130.46852108295775
Species: Fibulobasidium-inconspicuum	Phylum: Basidiomycota	Order: Tremellales	-30.259637310505756	-25.229147988357855	-16.07058107428571	-68.26760624017703	0	-15.187086643357144	0	0	0	0	0
Species: Fibroporia-radiculosa	Phylum: Basidiomycota	Order: Polyporales	-39.070581074285705	-75.27572413039921	-37.01322826573376	-71.03621217265444	-62.2518119729938	-17.853871964321762	100	-74.50863830616572	0	-41.88605664769317	0
Species: Fibulorhizoctonia-sp.	Phylum: Basidiomycota	Order: Atheliales	-31.619788758288394	-79.39794000867204	-35.337242168318426	-69.95860731484177	-61.50863830616573	-21.602059991327963	100	-70.10237290870955	0	-53.15490195998574	0
Species: Fimicolochytrium-jonesii	Phylum: Chytridiomycota	Order: Spizellomycetales	-23.096910013008056	-75.27572413039921	-38.46852108295774	-70.48148606012211	0	-65.03151705144606	0	-67.53760200210104	0	-39.95860731484178	-137.16749108729377
Species: Fistulina-hepatica	Phylum: Basidiomycota	Order: Agaricales	-26.638272163982407	-65.56863623584101	-36.22914798835786	-70.72124639904717	0	-25.14266750356873	0	-115.72124639904717	0	-31.585026652029182	0
